cutoff_date,commodity_no,commodity_name,total_amount_1d,total_qty_1d
2023-05-26,WB2200014359,【雅詩蘭黛】微分子肌底原生露【３０ＭＬＸ３入】,14172,30
2023-05-15,WB2200005378,【四海遊龍】高麗菜豬肉（６０顆）(１４７０ｇ／約６０顆),1621,19
2023-05-12,WB2300068544,【冷凍店取—杜老爺】日本牧場鮮乳泡芙冰—草莓風味【43.5g*3入／盒】,6498,44
2023-06-01,WB2200004789,【上野物產】古早味鐵路去骨里肌豬排(75g±10%/片),2171,342
2023-05-14,WB2200007240,【料里長】生鮮全腿去骨嫩腿排(１９０±１０ｇ／包),3679,87
2023-05-17,WB2200016405,【韓國】ＴｕｔｔｉＦｒｕｔｔｉ【微笑蘋果汁１２０ｍｌ＊３０入】,0,0
2023-05-20,WB2300065929,【限量優惠－７７】皇家春禧綜合禮盒【６１１．４ｇ】,0,0
2023-05-20,WB2200019652,【ＳＥＩＫＡ食品】巧克力風味雪糕６入(４２ｍｌｘ６／盒),6377,60
2023-05-15,WB2300061006,【蒸新鮮】蒸花生【１００ｇ＊１】,24410,3553
2023-05-11,WB2300068477,【ＡＯＣ】５５型４ＫＨＤＲ液晶顯示器(Android10(Google認證)55U6425),0,0
2023-06-04,WB2200004628,【廚鮮王】美國經典法蘭克牛排【120g±10%/包】,0,0
2023-05-18,WB2200012819,【錢都】錢都麻辣燙【５００Ｇ】,1226,101
2023-05-18,WB2200005399,【快樂大廚】金門高梁紅燒牛肉爐(1000g/包),5171,78
2023-05-19,WB2300063858,【冷凍店取－巧之味】巧之味－韭菜水餃【６００公克】,19479,1259
2023-05-20,WB2200009598,【ｃｏｃｏｄｏｒ】擴香補充瓶－純棉花香(２００ｍｌ),7441,167
2023-05-30,WB2300067648,【埔心鄉農會】金蜜急凍芒果冰【80gx1】,9292,423
2023-05-17,WB2200005179,【好好吃大餛飩】鮮肉大餛飩【276g±25g/盒(共12顆)】,660,15
2023-05-22,WB2200003051,【Ｐｉｃａｒｄ】櫻桃番茄義大利馬鈴薯麵疙瘩【９００ｇｘ１】,5136,312
2023-05-17,WB2300064432,【冷凍店取－義美】脆皮巧克力冰淇淋１０入／盒【２５ｇ＊１０入／盒】,8685,423
2023-05-28,WB2300067302,【大瑪】燒烤豆皮香片（全素）【１３２ｇ（２２ｇ＊６入／袋）】,1040,46
2023-05-25,WB2300067860,【百慕達】黑色蒸氣烤麵包機【1個x1】,0,0
2023-05-16,WB2200013170,【ＣｏｃｏＫｉｎｇ】１００％椰子水(３１０ｍｌ＊２４罐),11372,16
2023-06-28,WB2300000574,【大成食品】三星蔥雞肉鬆【１６０ｇ／罐】,2705,94
2023-05-22,WB2300069713,【適樂膚】長效清爽保濕乳【20mlx3（公司貨）】,3959,139
2023-06-18,WB2300071760,【悠遊卡】卡娜赫拉搖吧星星造型悠遊卡(1張x1),1257,31
2023-05-28,WB2300064966,【冷凍店取－優果園】馬來西亞金榜榴槤雪糕【７０ｇ＊４支／盒】,5700,235
2023-05-12,WB2300067665,【理膚寶水】全護清透亮顏防曬隔離乳【50mlx1(UVA PRO 瑰蜜霜.公司貨)】,5349,9
2023-06-15,WB2200004609,【愛上美味】鐵板椒香舒肥雞胸【100g±10%/包】,6491,539
2023-05-17,WB2300067960,【海洋拉娜】經典乳霜【30mlx2（國際航空版）】,0,0
2023-05-19,WB2200012641,【美式賣場】科克蘭三層抽取衛生紙(１２０張ｘ２４入),44183,117
2023-05-29,WB2200009847,【黛絲蒂】沙茶豬里肌【２８０ｇ／包】,0,0
2023-05-21,WB2300060456,【資生堂】安耐曬金鑽高效防曬露Ｎ４Ｘ版(ＳＰＦ５０＋ＰＡ＋＋＋＋（６０ｍｌ）Ｘ２),0,0
2023-05-20,WB2200007241,【大成食品】經典原味雞胸肉【９０ｇ／包】,0,0
2023-05-21,WB2200007239,【大成食品】檀島豬扒【９５ｇ／包】,30071,2522
2023-05-20,WB2100005294,【東森農場】料理之王-精燉豚肉【220g(固形量95g)/盒】,5956,216
2023-05-16,WB2200012940,【Ｖｉｅｎｎｅｔｔａ】千層雪糕－香草口味(６５０ｍｌ＊１),6936,1055
2023-05-25,WB2200011229,【海森食品】韓式金脆小黃瓜【４００ｇ／罐】,5794,549
2023-05-25,WB2300061730,【Apple】蘋果14手機128GB(紫色),0,0
2023-05-26,WB2200019188,【神虎】雙虎拉麵【５２５／包】,0,0
2023-05-19,WB2300068470,【輝葉】ＷＵＬＡ超有力小沙發(HY-3068A嬰兒藍贈HYD直立式蒸氣掛燙機D-76),77878,1
2023-05-12,WB2200004147,【王老吉】涼茶植物飲料【310ml*24/箱】,0,0
2023-05-15,WB2200003031,【Ｐｉｃａｒｄ】酥炸魷魚圈【２００ｇｘ１】,4410,60
2023-05-27,WB2300069717,【薇姿】火山礦物溫泉水【50mlx1（公司貨）】,0,0
2023-05-23,WB2300000523,【美式賣場】馬鈴薯餅【１．２ｋｇ】,12222,202
2023-05-15,WB2200012228,【量華軒】川府椒麻花生【７０ｇ／包】,7201,328
2023-05-25,WB2300066577,【冷藏店取-minimore】醇生巧克力蛋糕(２９５ｇ／盒),0,0
2023-05-17,WB2200004759,【蔥阿伯】波霸蔥肉餡餅(75g*10顆/包),4165,95
2023-05-29,WB2300070498,【雅頓】白茶香水舒體霜【400mlx1 (國際航空版)】,17280,27
2023-05-15,WB2200019299,【冷凍店取－青花驕】牽腸掛肚滷味拼盤【２１０ｇ】,8474,102
2023-05-19,WB2200002955,【Ｐｉｃａｒｄ】馬卡龍（１６入）【２０５ｇｘ１】,39601,310
2023-05-20,WB2300067963,【雅詩蘭黛】微分子肌底原生露【200mlx2（公司貨）】,0,0
2023-05-16,WB2300067843,【冷凍店取赤豪家庭私廚】厚切頂級霜降嫩肩牛排【200公克±10％/片】,8455,196
2023-06-09,WB2300070950,【冷凍店取—哈根達斯】日式午茶特賞迷你杯六入組【70mlx6】,4067,26
2023-05-13,WB2200008934,【波賽頓】冷凍日本播磨灘牡蠣（去殼）(１３０公克),3730,44
2023-05-19,WB2200004133,【生活】冰奶茶法式香草奶茶【590ml*24入/箱】,0,0
2023-05-23,WB2200002684,【長榮空廚】機上限定航空奶油餐包【４３ｇ／１０顆／包】,7945,205
2023-05-21,WB2300067955,【ＩＰＳＡ】流金水【200mlx1（國際航空版）】,6464,41
2023-05-24,WB2200009850,【黛絲蒂】美式卡真醬雞肉捲【１５０ｇ／包】,0,0
2023-06-05,WB2300071269,【愛馬仕】橘綠之泉香氛身體乳【40mlx3(國際航空版)】,15439,253
2023-05-26,WB2300064676,【ＳＦ】北海道男爵可樂餅起司口味【６００ｇ（８入）】,31715,187
2023-05-15,WB2200019080,【伊藤園】ＯｉＯｃｈａ綠茶【２０００ｍｌ／瓶】,0,0
2023-05-13,WB2200013980,【惜惜】惜惜康普茶青梅氣泡【４２０ｍｌ＊２４／瓶】,0,0
2023-06-01,WB2200007743,【鮮乳坊】鮮乳坊鮮乳饅頭(３１５公克（每顆３５公克，共９顆）),14709,403
2023-05-14,WB2200011230,【黛絲蒂】泰式辣炒豬肉調理包【１８０ｇ／包】,3600,868
2023-05-17,WB2200019110,【全家Ｘ長榮空廚】竹笙蛤蜊雞湯【２０７５ｇ／盒（固形物：１０５０ｇ）】,0,0
2023-05-21,WB2300064431,【冷凍店取－義美】脆皮香草口味冰淇淋１０入／盒【２５ｇ＊１０入／盒】,1277,62
2023-05-20,WB2300067958,【契爾氏】金盞花植物精華化妝水【500mlx2（國際航空版）】,6819,4
2023-05-16,WB2200014404,【ＨＭＣ】箱購海洋深層氣泡飲海鹽檸檬風味【５００ｍｌ／２４入／箱】,15167,89
2023-05-11,WB2300068481,【ＤＹＳＯＮ】除塵螨手持吸塵器(V8FocusMattressHH15),12959,5
2023-06-04,WB2200016184,【冷凍店取－鮮肉王國】美國安格斯雪花牛排【２００ｇ±１０％／包】,3826,63
2023-05-18,WB2200019189,【神虎】紅虎拉麵【５２０／包】,0,0
2023-05-18,WB2200007237,【Ｗｅｌｌｎｅｓｓ】熟眠對策益生菌【３００ｇ／瓶】,4326,14
2023-05-19,WB2300064682,【品好乳酪】北海道ＬＵＸＥ心軟軟小乳酪【４入／盒】,0,0
2023-05-20,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,4077,120
2023-05-30,WB2300069766,【ＰＯＰＯＬＡ】職人手作鹽之花（原味）【每包45±5公克】,0,0
2023-05-17,WB2200006727,【陳耀訓麵包埠】厚燒乳酪奶酥【３６０ｇ／３片／盒】,4203,38
2023-05-22,WB2200012806,【黑松】黑松沙士２４５ｍｌ＊２４入【２４５ｍｌ＊２４入／箱】,0,0
2023-05-17,WB2300067953,【資生堂】百優精純乳霜【50mlx1（公司貨）】,18094,7
2023-05-29,WB2300066508,【成功鎮農會】魷魚片【８０ｇ／包】,5644,153
2023-05-25,WB2300069179,【私品茶】ｍｉｎｉｃｕｐ盛夏款(茉莉茶粉)【3g*8顆*盒】,94196,1237
2023-05-17,WB2200005484,【披薩市】野菇燻雞口味（葷）(95g±4.5%),3750,200
2023-06-28,WB2300060696,【冷凍店取—樂廚】椒麻五花豬肉【１７０ｇ±１０％／包】,3961,59
2023-05-23,WB2200003038,【Ｐｉｃａｒｄ】ＰＵＲＥ香草冰淇淋【３８０ｇｘ１】,2493,86
2023-06-18,WB2300072479,【雅詩蘭黛】特潤眼部超能量修護霜【5mlx3(公司貨)】,32198,98
2023-05-29,WB2200009737,【有餘鮮物】珍珠龍膽腹排【２００公克±１０％】,0,0
2023-05-13,WB2200002952,【Ｐｉｃａｒｄ】圓薯餅（１８入）【６００ｇｘ１】,0,0
2023-06-15,WB2200004736,【神農良食】上班這檔事推薦神農獎毛豆薄鹽(400G/包),2395,147
2023-05-17,WB2300067961,【契爾氏】激光極淨白淡斑精華【115mlx1（國際航空版）】,0,0
2023-05-19,WB2200014357,【雅詩蘭黛】特潤超導全方位修護露(７ＭＬＸ４入),0,0
2023-05-29,WB2200010594,【黑松】箱購黑松純水(５８０ｍｌ＊２４入／箱),6027,213
2023-05-21,WB2300068833,【金家ㄟ】韓式蔬菜煎餅(690g/份 （一份含有3片、3包煎餅沾醬)),16616,83
2023-05-20,WB2200013040,【肉肉堂】炭烤魚板【２００Ｇ】,11857,519
2023-05-21,WB2200014194,【貝納頌】黑咖啡【２１０ｍｌ＊２４入／箱】,0,0
2023-05-20,WB2200009555,【明果】黃金榴槤冰棒(６５ｇ＊３０支／箱),30812,59
2023-05-16,WB2200016881,【冷凍店取－義美】牛奶冰淇淋餅乾（家庭號）(７５ｇ＊４入／盒),10969,265
2023-05-25,WB2200016883,【冷凍店取－義美】貓熊雪糕５支入／盒(６０ｇ＊５支／盒),4585,89
2023-05-26,WB2300061730,【Apple】蘋果14手機128GB(紫色),0,0
2023-05-26,WB2300063309,【冷藏店取－金豐盛】泰式香檸嫩雞胸３包入(１００ｇ＊３包／袋),6810,154
2023-05-19,WB2300068608,【大成食品】大成經典雞塊（重組）－原味【600g】,6844,382
2023-05-12,WB2200007518,【大成食品】經典蒜辣雞胸肉【９０ｇ／包】,14121,720
2023-05-15,WB2200005482,【披薩市】義大利海鮮口味（葷）(90g±4.5%),2581,149
2023-05-28,WB2300061339,【【即期良品】石二鍋】石二鍋經典爆香石頭鍋(６４０ｇ／盒),0,0
2023-05-23,WB2300067862,【百慕達】白色蒸氣烤麵包機【1個x1】,0,0
2023-05-15,WB2200015842,【蘭蔻】超極光活粹晶露１０ｍｌ(１０入),0,0
2023-05-26,WB2300066577,【冷藏店取-minimore】醇生巧克力蛋糕(２９５ｇ／盒),0,0
2023-05-17,WB2200017357,【冠泓】萬巒豬腳(６００ｇ／包),3255,19
2023-05-30,WB2200016665,【冷凍店取－麥味登】麥味登蘿蔔糕(１ｋｇ／包),11648,277
2023-05-15,WB2200019877,【ＦＭＣ】菊花涼茶【５２０ｍｌ＊２４】,0,0
2023-05-19,WB2300067664,【ＣＯＡＣＨ】經典馬車ＬＯＧＯ防刮皮革證件夾【深咖x1】,0,0
2023-05-20,WB2300068676,【資生堂】紅妍超導循環肌活露【10mlx5 (公司貨)】,2118,9
2023-05-16,WB2300067861,【百慕達】奶茶色蒸氣烤麵包機【1個x1】,0,0
2023-06-10,WB2200005511,【狀元世家】5吋夏威夷披薩(120g/包),4866,443
2023-05-13,WB2200014207,【生活】日月潭紅茶(５９０ｍ＊２４),884,5
2023-05-19,WB2200019890,【Ｐｉｃａｒｄ】檸檬覆盆莓甜筒（６入）【４９５ｇ】,0,0
2023-05-23,WB2200005411,【得意生活】麻油猴頭菇寬粉【620g/包】,13425,657
2023-05-21,WB2300068828,【雅詩蘭黛】清新淨妍潔顏露（公司貨）【30mlx3】,0,0
2023-05-24,WB2200013314,【雙月食品社】雙月愛恨椒芝麵【２１８公克】,41407,1192
2023-06-06,WB2200003045,【Ｐｉｃａｒｄ】草莓西瓜雪酪冰棒【２７５ｇｘ１】,9835,209
2023-05-26,WB2300069880,【名偵探柯南】黑鐵的魚影電影Ａ款紀念卡(雙人套票),61921,818
2023-05-15,WB2300000284,【銀座篝拉麵】松露雞白湯Ｓｏｂａ【５５２ｇ／包】,11965,281
2023-05-13,WB2200019886,【Ｐｉｃａｒｄ】經典可麗露（９入）【２７０ｇ】,0,0
2023-06-01,WB2300067647,【埔心鄉農會】金蜜急凍芒果一口冰【180g/包】,697,48
2023-05-14,WB2200018381,【屯京】東京豚骨風味叉燒拉麵【６５４ｇ／包】,0,0
2023-05-17,WB2300066463,【鎮瀾宮】宮徽茄芷零錢包【乙入】,0,0
2023-05-21,WB2300064962,【冷凍店取－歐酷】玉米冰淇淋－芋頭口味【８５ｇ＊１０入／袋】,3637,77
2023-05-21,WB2200007473,【台糖】靈芝膠囊(５５０毫克／粒＊６０粒／瓶),3092,34
2023-05-16,WB2200014418,【Ｐｉｃａｒｄ】迷你香草巧克力脆皮甜筒【１７５ｇ　ｘ１】,0,0
2023-05-12,WB2200007405,【勝崎生鮮】澳洲安格斯黑牛藍鑽雪花牛排(１００±１０％公克),4031,249
2023-06-05,WB2200016184,【冷凍店取－鮮肉王國】美國安格斯雪花牛排【２００ｇ±１０％／包】,9513,77
2023-05-18,WB2300068824,【蘭蔻】超極光活粹晶露（國際航空版）【10mlx1】,11336,272
2023-05-18,WB2200013038,【肉肉堂】炭烤米血糕【２４０ｇ】,16724,586
2023-05-19,WB2300067663,【ＣＯＡＣＨ】經典馬車ＬＯＧＯ防刮皮革證件夾【淺咖x1】,3300,2
2023-05-21,WB2200006733,【福和】福和─鳳梨釋迦冰棒【２４０ｇ】,0,0
2023-05-31,WB2200005375,【四海遊龍】韓式辣味豬肉（３０顆）【７３５ｇ／約３０顆】,2573,61
2023-05-17,WB2200007664,【嘉義劉里長】世界小吃嘉義劉里長雞肉飯組合包【３包／份】,0,0
2023-05-22,WB2200017429,【波蜜】漢宮冬瓜茶【２５０ｍｌ＊２４】,0,0
2023-05-18,WB2200018374,【健司】健司X辻利抹茶芝麻燒麻糬湯圓８入【１６０ｇ】,16156,366
2023-05-29,WB2300067302,【大瑪】燒烤豆皮香片（全素）【１３２ｇ（２２ｇ＊６入／袋）】,768,17
2023-05-26,WB2300067860,【百慕達】黑色蒸氣烤麵包機【1個x1】,0,0
2023-05-17,WB2200013170,【ＣｏｃｏＫｉｎｇ】１００％椰子水(３１０ｍｌ＊２４罐),11485,36
2023-06-29,WB2200008578,【美式賣場】ＣＪ冷凍韓式泡菜起司炒飯【２５５ｇ＊６入／包】,69085,1155
2023-05-23,WB2300069713,【適樂膚】長效清爽保濕乳【20mlx3（公司貨）】,4617,131
2023-06-19,WB2200007272,【ＮＩＣＯＨ第３代】ＵＳＢ磁吸充電研磨手沖咖啡機(ＮＫ－Ｂ０２－銀),6386,7
2023-05-29,WB2300064436,【阿奇儂Ｘ鮮乳坊】巧酥可可冰淇淋４杯／盒【４杯／盒】,3777,45
2023-05-13,WB2200009848,【黛絲蒂】梅干豬上肩【２４０ｇ／包】,10667,733
2023-06-15,WB2200004970,【品恆昇】冰烤地瓜(1000g/包),4585,136
2023-05-18,WB2200004447,【總舖獅】蠔油粉絲煲(225克/包),15189,1446
2023-05-19,WB2200014358,【雅詩蘭黛】年輕無敵膠原霜【１５ＭＬＸ２入】,4375,9
2023-05-30,WB2200009847,【黛絲蒂】沙茶豬里肌【２８０ｇ／包】,0,0
2023-05-22,WB2300060456,【資生堂】安耐曬金鑽高效防曬露Ｎ４Ｘ版(ＳＰＦ５０＋ＰＡ＋＋＋＋（６０ｍｌ）Ｘ２),0,0
2023-05-20,WB2300063920,【牛家村牛師父】南棗核桃糕【２００ｇ】,2044,61
2023-05-21,WB2300068827,【雅詩蘭黛】特潤全能修護亮眼霜（公司貨）【5mlx2】,0,0
2023-05-20,WB2300067294,【MAKE UP FOREVER】超進化無瑕微晶蜜粉餅(６．２ｇｘ１（國際航空版）),0,0
2023-05-16,WB2200016882,【冷凍店取－義美】巧克力冰淇淋餅乾（家庭號）(７５ｇ＊４入／盒),6301,169
2023-05-25,WB2300070254,【雅詩蘭黛】漫舞櫻花淡香精【2mlx1】,30791,425
2023-05-27,WB2200019712,【冷凍店取－優鱻】蒜蓉小龍蝦【７５０ｇ／盒（固形物５００ｇ）】,6342,46
2023-05-26,WB2300069767,【ＰＯＰＯＬＡ】職人手作鹽之花（法芙娜）【55gx1】,0,0
2023-05-19,WB2300069716,【適樂膚】溫和洗卸泡沫潔膚乳【15mlx3（公司貨）】,12936,263
2023-05-12,WB2200014916,【冷凍店取－快樂大廚】爆汁梅花骰子牛肉(１００公克±１０％),9399,519
2023-05-15,WB2300062659,【冷凍店取－哈根達斯】迪士尼１００週年冰淇淋珍藏組【７０ｇｘ２】,0,0
2023-05-29,WB2300061339,【【即期良品】石二鍋】石二鍋經典爆香石頭鍋(６４０ｇ／盒),0,0
2023-05-24,WB2200005373,【四海遊龍】高麗菜豬肉（３０顆）(７３５ｇ／約３０顆),4725,77
2023-05-15,WB2200017893,【黑面蔡】楊桃汁【５８０ｍｌ／２４入／箱】,0,0
2023-05-27,WB2300066577,【冷藏店取-minimore】醇生巧克力蛋糕(２９５ｇ／盒),0,0
2023-05-18,WB2200002943,【Ｐｉｃａｒｄ】檸檬起司蛋糕（單片）【８５ｇｘ１】,16285,211
2023-05-30,WB2300066537,【ＥＫＳＥＬＥＮＣＥ】雙享系列－野莓香草雪酪冰淇淋【３００ｇ／桶】,4391,123
2023-05-15,WB2200019885,【Ｐｉｃａｒｄ】經典檸檬塔（２入）【１３０ｇ】,26444,524
2023-05-20,WB2200002955,【Ｐｉｃａｒｄ】馬卡龍（１６入）【２０５ｇｘ１】,32069,943
2023-05-21,WB2200015950,【麥香】麥香奶茶【３４０ｍｌ＊２４入】,0,0
2023-05-17,WB2200006978,【大成食品】田園雞肉蔥油餅【７００ｇ／５片／包】,5613,211
2023-06-10,WB2200019829,【法國香榭】法國香榭綜合花蜜(２５０ｇ／個),5680,78
2023-05-13,WB2300000336,【冷凍店取－刁民】刁民秘罈酸菜魚(刁民秘罈酸菜魚９０１ｇ±１５ｇ、陳皮洛神茶１６ｇ±９％),0,0
2023-05-19,WB2300067957,【ＳＩＳＬＥＹ】全能乳液【125mlx1（國際航空版）】,0,0
2023-05-23,WB2200010349,【涓豆腐】鹽烤海苔【３０ｇ／包】,0,0
2023-05-22,WB2200007739,【杜老爺】杜老爺麻淇冰淇淋－香草口味(４２ｇ＊１０粒),241,2
2023-05-24,WB2300068813,【ＳＫＩＩ】肌活能量精萃【30mlx1】,0,0
2023-06-06,WB2300071269,【愛馬仕】橘綠之泉香氛身體乳【40mlx3(國際航空版)】,0,0
2023-05-26,WB2300069881,【名偵探柯南】黑鐵的魚影電影Ｂ款紀念卡(單人套票),14872,127
2023-05-15,WB2300064963,【冷凍店取－歐酷】玉米冰淇淋－花生口味【８５ｇ＊１０入／袋】,11727,71
2023-05-13,WB2300064429,【冷凍店取－阿華田】脆酷芋奶雪糕４支／盒【７５ｇ＊４支／盒】,5144,201
2023-06-01,WB2300068416,【ＷＯＫＹ　Ｘ　三麗鷗】手提激凍輕芯鈦瓷易潔層保溫杯【750ml-郊遊野趣】,4481,14
2023-05-14,WB2300066575,【冷藏店取-minimore】法式千層蛋糕(７００ｇ／盒),0,0
2023-05-17,WB2300067950,【ＳＫ—ＩＩ】青春露【330mlx1（公司貨）】,32944,16
2023-05-21,WB2300065929,【限量優惠－７７】皇家春禧綜合禮盒【６１１．４ｇ】,0,0
2023-05-21,WB2200015954,【冷凍店取－海揚鮮物】滿滿魚子香酥柳葉魚【３００ｇ±１０％／盒】,4809,125
2023-05-16,WB2300061006,【蒸新鮮】蒸花生【１００ｇ＊１】,39023,4015
2023-05-12,WB2200008437,【ＩＦ】１００％椰子水６入組(３５０ｍｌｘ６瓶),0,0
2023-06-05,WB2300061756,【Apple】蘋果14ProMax128GB(銀色),167806,14
2023-05-19,WB2200005469,【許記生煎包】許記生煎包(380g±5%&12顆&盒),4156,76
2023-05-18,WB2200017462,【波蜜】一日蔬果１００％葡萄蔬果汁【１６０ｍｌ＊２４瓶】,0,0
2023-05-20,WB2200004809,【蔥阿伯】餃實在手工水餃（青蔥豬肉）(18gｘ約40顆/包),2953,55
2023-05-21,WB2200017318,【美式賣場】桂格北海道風味特濃燕麥片(４２Ｇ＊４８包),7573,28
2023-05-31,WB2200008596,【大成食品】大成酥脆雞軟骨(３５０公克),2202,130
2023-05-17,WB2200014405,【ＨＭＣ】箱購海洋深層氣泡飲水蜜桃風味【５００ｍｌ／２４入／箱】,46547,278
2023-05-22,WB2300000860,【陳耀訓麵包埠】厚燒乳酪花生【３３０ｇ／３片／盒】,13844,324
2023-05-18,WB2300064432,【冷凍店取－義美】脆皮巧克力冰淇淋１０入／盒【２５ｇ＊１０入／盒】,6706,229
2023-05-30,WB2200019857,【Ｌｅｔ　ｓ　Ｃａｆe】金兔好韻茶咖禮盒(１０８１ｇ／盒),40612,84
2023-05-26,WB2300069179,【私品茶】ｍｉｎｉｃｕｐ盛夏款(茉莉茶粉)【3g*8顆*盒】,126543,4273
2023-05-17,WB2300068814,【ＳＫＩＩ】肌活能量活膚霜【80gx1】,26098,42
2023-06-30,WB2200008578,【美式賣場】ＣＪ冷凍韓式泡菜起司炒飯【２５５ｇ＊６入／包】,0,0
2023-05-24,WB2200003038,【Ｐｉｃａｒｄ】ＰＵＲＥ香草冰淇淋【３８０ｇｘ１】,6519,92
2023-06-19,WB2200015266,【冷凍店取—快樂大廚】鳳梨苦瓜雞(４１０公克（固形量１２０公克）),5744,396
2023-05-29,WB2300064966,【冷凍店取－優果園】馬來西亞金榜榴槤雪糕【７０ｇ＊４支／盒】,14394,86
2023-05-13,WB2200011288,【Ｐｉｃａｒｄ】迷你巧克力脆皮甜筒（１０入）【１７５Ｇ】,88494,5400
2023-06-15,WB2200013250,【冷凍商品－銀座杏子】日式豬排－炸腰內豬排【５２０ｇ／　包】,16429,336
2023-05-18,WB2200016471,【深紅】泡菜鮮肉丸【１５０ｇ】,18794,1342
2023-05-19,WB2200016629,【出前一丁】北海道小麥粉豬骨湯味速食麵【５００ｇ／個】,16560,567
2023-05-31,WB2200009847,【黛絲蒂】沙茶豬里肌【２８０ｇ／包】,298,9
2023-05-22,WB2300068833,【金家ㄟ】韓式蔬菜煎餅(690g/份 （一份含有3片、3包煎餅沾醬)),15770,63
2023-05-20,WB2300068496,【嘉義福源】大小通吃招牌粽禮盒８粒【1040公克/盒】,6234,19
2023-05-22,WB2200007239,【大成食品】檀島豬扒【９５ｇ／包】,9828,3839
2023-05-20,WB2300067959,【倩碧】水磁場１００Ｈ活水循環保濕凝膠【200mlx2（國際航空版）】,9742,6
2023-05-17,WB2200003333,【新市農會】芋香茶豆(３００ｇ／包),4353,297
2023-05-26,WB2200011229,【海森食品】韓式金脆小黃瓜【４００ｇ／罐】,5944,219
2023-05-27,WB2300061730,【Apple】蘋果14手機128GB(紫色),0,0
2023-05-27,WB2200014208,【生活】運動飲料【４００ｍｌ＊２４】,5440,73
2023-05-20,WB2300068470,【輝葉】ＷＵＬＡ超有力小沙發(HY-3068A嬰兒藍贈HYD直立式蒸氣掛燙機D-76),0,0
2023-05-12,WB2200019109,【全家Ｘ長榮空廚】鴻運當頭紹興醉蝦【４４１ｇ／盒（固形物：２２６ｇ）】,0,0
2023-05-15,WB2300068432,【冷凍店取—萬丹鄉農會】金萬丹紅豆牛奶冰棒【80gx10枝/盒】,6266,77
2023-05-30,WB2300061339,【【即期良品】石二鍋】石二鍋經典爆香石頭鍋(６４０ｇ／盒),0,0
2023-05-24,WB2200007242,【豪鮮】美國安格斯ＰＲＩＭＥ(頂級霜降沙朗骰子１００Ｇ＋－１０％／包),1057,27
2023-05-15,WB2300000230,【冷凍店取—波賽頓】冷凍生干貝５Ｓ－丸久(２００公克),0,0
2023-05-28,WB2300066577,【冷藏店取-minimore】醇生巧克力蛋糕(２９５ｇ／盒),0,0
2023-05-18,WB2200004759,【蔥阿伯】波霸蔥肉餡餅(75g*10顆/包),4172,158
2023-05-30,WB2300068826,【蘭蔻】超未來肌因賦活露（國際航空版）【100mlx2】,0,0
2023-05-15,WB2300067954,【雅詩蘭黛】特潤超導全方位修護露【100mlx2（國際航空版）】,51128,3
2023-05-20,WB2200009597,【ｃｏｃｏｄｏｒ】擴香補充瓶－英國小蒼蘭(２００ｍｌ),2323,83
2023-05-21,WB2300067963,【雅詩蘭黛】微分子肌底原生露【200mlx2（公司貨）】,0,0
2023-05-17,WB2200012861,【翠果子】天天Ｂｉｔｅｓ堅果禮盒【５５０ｇ】,0,0
2023-06-10,WB2300069007,【韓國Ｔｒｕｆｒｕ】高興柚梨汁禮盒【100ml/包X15包/盒】,11819,156
2023-05-13,WB2300063434,【冷凍店取－台灣好漁】虱目魚豬肉手工水餃【２０顆ｘ２盒（５００公克／盒）】,17655,155
2023-05-19,WB2300068495,【嘉義福源】花生蛋黃香菇栗子肉粽【210g(±10公克)/顆，共6顆/盒】,4645,33
2023-05-23,WB2200010496,【ＫｉＫｉ食品雜貨】老醋辣麵【９０克＊５入】,3290,84
2023-05-22,WB2300068454,【冷凍店取—樂廚】惡魔雞腿排（４入）【400g土10%/包】,3393,82
2023-05-25,WB2200009850,【黛絲蒂】美式卡真醬雞肉捲【１５０ｇ／包】,0,0
2023-06-07,WB2100008165,【CHIMEI】奇美20L全自動轉盤微波爐(白 MV-20C0PK),7957,6
2023-05-26,WB2300070250,【雅詩蘭黛】檀沙玫瑰淡香精【2mlx1】,792,20
2023-05-15,WB2300066567,【ｇｒｅｅｎ＆ｓａｆｅ】梨山氣泡烏龍茶【２００ｍｌ＊６】,1119,23
2023-05-13,WB2300064965,【冷凍店取－歐酷】玉米冰淇淋－香草口味【８５ｇ＊１０入／袋】,9414,64
2023-06-01,WB2300068440,【皇冠】頂級海皇粽【170G±4.5%/粒*5粒】,49258,584
2023-05-14,WB2300068547,【ＷＡ﹗ＣＯＯＫＩＥＳ】濃泰式奶茶奶蓋雪糕４入／盒【95gx4支/盒】,1785,50
2023-05-18,WB2200016405,【韓國】ＴｕｔｔｉＦｒｕｔｔｉ【微笑蘋果汁１２０ｍｌ＊３０入】,0,0
2023-05-22,WB2300064431,【冷凍店取－義美】脆皮香草口味冰淇淋１０入／盒【２５ｇ＊１０入／盒】,3817,58
2023-05-21,WB2300067958,【契爾氏】金盞花植物精華化妝水【500mlx2（國際航空版）】,7836,4
2023-05-17,WB2200003334,【新市農會】原味毛豆(４００ｇ／包),13144,205
2023-05-12,WB2200016913,【韓國不倒翁】不倒翁韓式脆皮起司年糕熱狗　【５００ｇ／袋（１００ｇ＊５入／包）】,0,0
